,ScrapedName,ticker,Capitalización de mercado (intradía),Valor de empresa,P/E últimos 12 meses,Precio/beneficio anticipado,Ratio PEG (5 años previstos),Precio/ventas,Precio/valor,Valor/Ingresos de la empresa,Valor/EBITDA de empresa,Año fiscal finalizado,Trimestre más reciente,Margen de beneficios,Margen de explotación,Rentabilidad económica,Rentabilidad financiera,Ingresos,Beneficios por acción,Aumento trimestral de ingresos (interanual),Beneficio bruto,EBITDA,Ingresos netos disponibles,BPA diluido,Aumento trimestral de ganancias (interanual),Efectivo total,Efectivo total por acción,Endeudamiento total,Endeudamiento/Patrimonio total,Coeficiente de solvencia,Valor teórico contable por acción,Flujo de caja de explotación,Flujo de efectivo apalancado,Beta (5 años al mes),Cambio en 52 semanas,Cambio en 52 semanas de S&P 500,Máximo de 52 semanas,Mínimo de 52 semanas,Media móvil de 50 sesiones,Media móvil de 200 sesiones,Vol medio (3 meses),Vol medio (10 días),Acciones en circulación,Capital flotante,% de personas con información privilegiada,% de instituciones,Acciones en corto,Parcial corto,% en corto de capital flotante,% en corto de acciones en circulación,Acciones en corto (mes anterior ),Previsión de la tasa anual de dividendos,Previsión de la rentabilidad anual por dividendo,Cambio de dividendo anual de los últimos 12 meses,Rentabilidad por dividendo de los últimos 12 meses,Rentabilidad por dividendo de los últimos 5 años,Ratio de distribución de dividendos,Fecha del dividendo,Fecha de exdividendo,Último factor del split,Última fecha del split,Sector
0,"ENDESA,S.A. (ELE.MC)",ELE.MC,25580000000.0,31340000000.0,149.14,17.38,6.91,1.32,3.33,1.62,9.44,31 dic. 2019,31 dic. 2019,0.0088,0.10189999999999999,0.038700000000000005,0.0212,19320000000.0,18.25,0.0,6200000000.0,3320000000.0,171000000.0,0.16,0.0,311000000.0,0.29,6610000000.0,84.31,0.72,7.26,3180000000.0,1320000000.0,0.42,0.0941,0.0,26.26,21.57,24.73,24.1,1380000.0,2140000.0,1060000000.0,316510000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.060700000000000004,0.0,0.0616,0.0,8.918800000000001,0,30 dic. 2019,0.0,0.0,Utilities
1,"EUSKALTEL, S.A. (EKT.MC)",EKT.MC,1490000000.0,2980000000.0,24.03,18.53,1.56,2.17,1.52,4.35,10.02,31 dic. 2019,31 dic. 2019,0.09050000000000001,0.19090000000000001,0.0281,0.0634,685070000.0,3.84,0.0,505800000.0,297400000.0,62020000.0,0.35,0.0,98250000.0,0.55,1620000000.0,165.14,0.42,5.5,253300000.0,88550000.0,0.62,0.0298,0.0,9.45,7.18,8.36,8.43,69330.0,133650.0,178480000.0,120680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0386,0.0,0.0374,0.0,0.8856999999999999,0,03 feb. 2020,0.0,0.0,Communication Services
2,"APPLUS SERVICES, S.A. (APPS.MC)",APPS.MC,1450000000.0,2130000000.0,26.12,13.55,2.35,0.82,1.87,1.2,8.91,31 dic. 2019,31 dic. 2019,0.0313,0.07690000000000001,0.040999999999999995,0.0936,1780000000.0,12.43,0.0,642060000.0,239670000.0,55650000.0,0.39,0.0,157070000.0,1.1,775260000.0,94.03,1.34,5.44,248300000.0,153570000.0,0.74,-0.0859,0.0,13.19,9.96,10.91,11.25,239790.0,481340.0,142680000.0,142510000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0146,0.0,0.022000000000000002,0.0,0.3846,0,02 jul. 2019,0.0,0.0,0
3,"CELLNEX TELECOM, S.A. (CLNX.MC)",CLNX.MC,18300000000.0,22460000000.0,0.0,0.0,0.0,18.3,4.4,22.46,34.67,31 dic. 2019,31 dic. 2019,-0.0092,0.1533,0.0106,-0.006500000000000001,1000000000.0,3.38,0.0,886670000.0,647740000.0,-9240000.0,-0.03,0.0,2350000000.0,6.11,6300000000.0,124.69,4.12,10.8,419560000.0,-434240000.0,0.48,1.1297,0.0,49.18,21.91,45.14,39.18,945380.0,1650000.0,318840000.0,299870000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0017000000000000001,0.0,0.002,0.0,0.0,0,20 nov. 2019,0.0,0.0,Communication Services
4,"DURO FELGUERA, S.A. (MDF.MC)",MDF.MC,30900000.0,-64670000.0,0.0,0.0,0.0,0.07,5.05,-0.15,0.89,31 dic. 2018,30 sept. 2019,-0.1232,-0.1504,-0.0608,-1.3108000000000002,428590000.0,4.46,0.0,130669999.99999999,-72600000.0,-52800000.0,-0.653,0.0,205910000.0,2.14,108700000.0,0.0,1.07,0.06,0.0,0.0,1.52,-0.5418999999999999,0.0,0.91,0.191,0.3337,0.3295,1860000.0,2320000.0,95680000.0,89730000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17 sept. 2015,0.0,0.0,0
5,"NATURHOUSE HEALTH, S.A (NTH.MC)",NTH.MC,129490000.00000001,135340000.0,9.82,6.35,0.0,1.59,6.97,1.66,5.89,31 dic. 2019,31 dic. 2019,0.1623,0.22890000000000002,0.3259,0.7471,81670000.0,1.36,0.0,57830000.0,22980000.0,13260000.0,0.22,0.0,11260000.0,0.19,10420000.0,63.09,1.85,0.31,19680000.0,18250000.0,0.0,-0.11939999999999999,0.0,2.5,1.802,2.1797,2.0281,58440.0,56980.0,59950000.0,13800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.13269999999999998,0.0,0.1149,0.0,1.064,0,06 may. 2020,0.0,0.0,0
6,ACCIONES FOMENTO DE CONSTRUCCIO (FCC.MC),FCC.MC,4130000000.0,7640000000.0,13.59,0.0,0.0,0.64,2.24,1.19,8.05,31 dic. 2018,30 sept. 2019,0.048,0.0799,0.0294,0.1877,6430000000.0,16.21,0.0,3920000000.0,949130000.0,308620000.0,0.77,0.0,1240000000.0,3.16,4460000000.0,199.87,1.18,4.7,510530000.0,203190000.0,0.79,-0.1797,0.0,12.92,10.08,11.37,11.03,56480.0,171740.0,392260000.0,54750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0388,0.0,0.0381,0.0,0.5797,0,14 may. 2019,0.0,0.0,Industrials
7,GENERAL DE ALQUILER DE MAQUINAR (GALQ.MC),GALQ.MC,105020000.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,31 dic. 2019,31 dic. 2019,0.26530000000000004,0.2372,0.1014,2.3573,150810000.0,0.0,0.0,105200000.0,65349999.99999999,40010000.0,-0.118,0.0,4760000.0,0.0,140690000.0,274.12,1.03,-0.31,34980000.0,30950000.0,0.0,0.4369,0.0,2.14,0.9763,1.7041,1.5794,153450.0,74640.0,63070000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0
8,"DEOLEO, S.A. (OLE.MC)",OLE.MC,48050000.0,599330000.0,0.0,0.0,0.0,0.08,3.11,1.05,28.13,31 dic. 2018,30 sept. 2019,-0.4394,0.092,0.0344,-1.9552,568160000.0,0.4,0.0,147040000.0,21300000.0,-249660000.0,-0.178,0.0,86520000.0,0.06,634160000.0,0.0,1.64,0.01,34290000.0,24330000.0,2.04,-0.4394,0.0,0.0946,0.0164,0.028,0.0435,60430000.0,53370000.0,1400000000.0,484700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18 jun. 2008,0.0,0.0,0
9,"FLUIDRA, S.A. (FDR.MC)",FDR.MC,2330000000.0,3160000000.0,279.07,0.0,0.0,1.66,1.62,2.24,17.18,31 dic. 2019,31 dic. 2019,0.0059,0.05740000000000001,0.0172,0.0098,1410000000.0,7.24,0.0,721370000.0,183860000.0,8440000.0,0.04,0.0,242530000.0,1.25,1020000000.0,70.26,2.26,7.42,155540000.0,187810000.0,0.87,0.226,0.0,13.7,9.21,12.11,11.47,75220.0,129389.99999999999,194040000.0,27850000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04 oct. 2017,0.0,0.0,0
10,AAR Corp. (AIR),AIR,1270000000.0,1510000000.0,331.82,12.13,0.81,0.58,1.36,0.69,8.91,30 may. 2019,29 nov. 2019,0.0018,0.057,0.0466,0.09820000000000001,2190000000.0,63.61,0.0,329500000.0,169200000.0,90700000.0,0.11,0.0,38200000.0,1.11,293800000.0,31.88,2.64,26.81,85000000.0,142060000.0,1.21,0.0338,0.0,52.78,29.84,43.24,43.55,199820.0,234260.0,34910000.0,32460000.0,0.0543,0.9497,1370000.0,8.64,0.0584,0.0392,0.0,0.3,0.008199999999999999,0.0,0.008199999999999999,0.0,0.11449999999999999,13 ene. 2020,01 ene. 2020,0.0,0.0,0
11,ACCIONES IBERDROLA (IBE.MC),IBE.MC,69400000000.0,113600000000.0,20.62,22.06,2.05,1.97,1.79,3.22,12.53,31 dic. 2018,31 dic. 2019,0.0976,0.16940000000000002,0.0323,0.0873,35250000000.0,5.48,0.0,15440000000.0,9070000000.0,3490000000.0,0.54,0.0,2810000000.0,0.44,40690000000.0,86.22,0.79,6.18,7590000000.0,294900000.0,0.4,0.4777,0.0,11.35,7.32,10.22,9.41,19050000.0,31350000.0,6290000000.0,5800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.034300000000000004,0.0,0.018500000000000003,0.0,0.6585,0,09 ene. 2020,0.0,0.0,Utilities
12,0,ABE.MC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0
13,"ZARDOYA OTIS, S.A. (ZOT.MC)",ZOT.MC,3240000000.0,3190000000.0,23.08,19.17,4.08,4.04,8.57,3.97,15.27,30 nov. 2019,30 nov. 2019,0.1749,0.2325,0.0,0.0,803700000.0,1.71,0.0,529700000.00000006,208800000.0,140600000.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.81,172390000.0,0.0,1.15,-0.0771,0.0,7.62,5.93,6.97,6.73,405460.0,425230.0,470080000.0,180560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0472,0.0,0.04650000000000001,0.0,1.0467,0,08 ene. 2020,0.0,0.0,Industrials
14,ATRESMEDIA CORPORACION DE MEDIO (A3M.MC),A3M.MC,734600000.0,927410000.0,6.23,4.47,3.34,0.75,1.68,0.95,5.23,31 dic. 2019,31 dic. 2019,0.12060000000000001,0.1679,0.07780000000000001,0.2747,978690000.0,4.35,0.0,346190000.0,177390000.0,118030000.0,0.524,0.0,91310000.0,0.41,298110000.0,68.04,1.44,1.95,184300000.0,28260000.0,0.94,-0.32780000000000004,0.0,4.966,2.84,3.1421,3.5024,542050.0,1390000.0,225060000.0,88770000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.1405,0.0,0.1605,0.0,0.38170000000000004,0,16 jun. 2020,0.0,0.0,Communication Services
15,"RENTA CORPORACION REAL ESTATE,  (REN.MC)",REN.MC,92890000.0,177610000.0,5.53,0.0,0.0,1.04,1.25,1.98,8.44,31 dic. 2019,31 dic. 2019,0.1911,0.23149999999999998,0.08380000000000001,0.24920000000000003,89550000.0,2.77,0.0,34990000.0,21030000.0,17110000.0,0.53,0.0,5720000.0,0.18,87100000.0,114.85,1.81,2.35,-31050000.0,-26100000.0,0.52,-0.1791,0.0,4.3,2.87,3.1551,3.3341,42290.0,71110.0,32110000.0,20310000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.033,0.0,0.0,0.0,0.2411,0,13 nov. 2019,0.0,0.0,0
16,"LAR ESPANA REAL ESTATE SOCIMI,  (LRE.MC)",LRE.MC,596050000.0,1110000000.0,7.62,0.0,0.0,7.02,0.61,13.04,18.75,31 dic. 2019,31 dic. 2019,0.9512,0.6919,0.021400000000000002,0.08109999999999999,84880000.0,0.94,0.0,84880000.0,59030000.0,80730000.0,0.9,0.0,160530000.0,1.83,699060000.0,71.13,3.32,11.23,16800000.0,-18820000.0,0.43,-0.1673,0.0,8.2,6.36,6.9,7.37,184660.0,237830.0,87140000.0,69340000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.12380000000000001,0.0,0.0949,0.0,0.8889,0,24 abr. 2019,0.0,0.0,0
17,"OBRASCON HUARTE LAIN, S.A. (OHL.MC)",OHL.MC,279610000.0,396650000.0,0.0,0.0,0.0,0.09,0.44,0.13,5.71,31 dic. 2019,31 dic. 2019,-0.0432,0.001,0.0005,-0.1802,2960000000.0,10.35,0.0,736100000.0,69430000.0,-127800000.0,-0.447,0.0,644400000.0,2.25,760600000.0,119.22,1.06,2.24,-218600000.0,133410000.0,1.99,0.0111,0.0,1.6,0.8504,1.1616,1.0759,3400000.0,3010000.0,286020000.0,198230000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3543,0.0,0.0,0,04 jul. 2016,0.0,0.0,0
18,"BARON DE LEY,S.A. (BDL.MC)",BDL.MC,422780000.0,354010000.0,16.43,0.0,0.0,4.22,1.52,3.54,11.18,31 dic. 2018,30 sept. 2019,0.257,0.2393,0.0,0.0,100110000.0,24.75,0.0,57270000.0,31670000.0,25730000.0,6.36,0.0,83150000.0,20.55,10340000.0,3.73,0.0,68.55,0.0,0.0,0.28,-0.032100000000000004,0.0,114.0,99.0,106.53,107.34,2570.0,561.0,4050000.0,345310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Consumer Defensive
19,CORPORACION EMPRESARIAL DE MATE (CMC.MC),CMC.MC,24900000.0,28140000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.91,31 dic. 2018,30 jun. 2019,0.0,0.0,-0.18030000000000002,-3.228,5000.0,0.0,0.0,45000.0,-14710000.0,-16120000.000000002,-1.34,0.0,529000.0,0.05,429000.0,0.0,1.61,-0.14,-6730000.0,-21860000.0,1.08,-0.3841,0.0,4.95,1.035,2.8566,2.8845,40720.0,0.0,8680000.0,2029999.9999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15 abr. 2010,0.0,0.0,0
20,"INDRA SISTEMAS S.A., SERIE A (IDR.MC)",IDR.MC,1800000000.0,2300000000.0,15.97,11.48,0.7,0.55,2.32,0.7,7.41,31 dic. 2019,31 dic. 2019,0.0371,0.0663,0.032400000000000005,0.1706,3270000000.0,18.57,0.0,788790000.0,309890000.0,121360000.0,0.64,0.0,864250000.0,4.9,1410000000.0,175.62,1.31,4.41,149500000.0,54910000.0,1.12,0.0139,0.0,11.38,6.61,10.69,9.24,643780.0,1140000.0,176320000.0,123900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,08 jul. 2014,0.0,0.0,Technology
21,"CIE AUTOMOTIVE, S.A. (CIE.MC)",CIE.MC,2380000000.0,4320000000.0,8.3,0.0,0.0,0.67,2.83,1.21,7.28,31 dic. 2019,31 dic. 2019,0.0804,0.11939999999999999,0.0611,0.2742,3580000000.0,27.7,0.0,1520000000.0,594060000.0,286530000.0,2.23,0.0,569790000.0,4.41,2120000000.0,171.74,0.84,6.52,550190000.0,315740000.0,0.0,-0.26670000000000005,0.0,25.94,16.68,19.8,21.4,251010.0,611690.0,129000000.0,53110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.041299999999999996,0.0,0.0168,0.0,0.3063,0,31 dic. 2019,0.0,0.0,Consumer Cyclical
